query,business_name,review_rating,review_text,review_photos,review_tags,total_reviews,owner_replies,date,date_visited,review_id,author_title,author_friend_count,author_photo_count,author_location,author_id,author_url
https://www.yelp.com/biz/the-loop-apartments-isla-vista-3,The Loop Apartments,4,"the people that work here amazing!  kaelen who works there is also like kinda the most awesome perfect super cool most helpful human being ever, many cool events and cool people. love the apartment set up as well :)",,,21,Thanks for being a part of The Loop! We can’t wait to share your positive feedback with the rest of the team. We hope to continue to provide you with a quality experience. Please let us know if we can do something to make your experience even better!,9/8/2023,,9TLszksF4Zj7NX4OwIvmCQ,Yasmin C.,0,,"CA, CA",oBMhckSOmVs3oNLzURi_iA,https://www.yelp.com/user_details?userid=oBMhckSOmVs3oNLzURi_iA
https://www.yelp.com/biz/the-loop-apartments-isla-vista-3,The Loop Apartments,1,"I lived in the triple studio and had a horrible experience. The unit I was assigned to was nothing like what was advertised. The floor was rough concrete, the refrigerator was a tiny minifridge and we had bunk beds instead of normal beds.<br><br>The apartment building itself is of shockingly poor quality. They use lift systems for parking which break down constantly due to a lack of proper maintenance, which left me without access to my car twice.<br><br>The bathroom sink was clogged and leaking. The maintenance crew attempted to fix it but it still had problems. The fire alarms sound for no reason, and the window blinds jammed. The refrigerator was<br><br>The roommate matching service is even worse. Things did not work out with my randomly assigned roommate and there was nothing that the management could do about it. I had to relet my &#34;bed space&#34; and pay an exorbitant fee in order to get out.",,,21,,12/24/2022,,FyVw7IdzGtBCqN6aCAHi9A,Benjamin L.,0,5,"Goleta, CA",-0-TtVhV4PIUoDpUCOC0uQ,https://www.yelp.com/user_details?userid=-0-TtVhV4PIUoDpUCOC0uQ
https://www.yelp.com/biz/the-loop-apartments-isla-vista-3,The Loop Apartments,1,Bait &amp; switch marketing on website of nonexistent security officers so they can attempt to profit off of illegal non expense civil noise fee of $500 per roommate then illegal harassment w/excessive inspections to make sure no one is using unrented $1600 8x10 rooms.,"https://s3-media0.fl.yelpcdn.com/bphoto/6zsRa3SAEQgQsKyI_aYHgA/180s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/2dEK0zzIN9qO6vIIaIi8Gw/180s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/IqCnVD_hw5wE5lWxoFd3oA/180s.jpg",3 photos,21,"Julia, thank you for your feedback. It is our goal is to provide the best possible service and we are truly sorry that your experience was less than satisfactory.  Our team would be happy to speak with you and resolve the issues you are having. Please contact our Leasing Office at (805)328-5007 at your earliest convenience.",2/2/2021,,rJzSokb99SoCPm-9iurEdA,Julia P.,131,4,"Oakland, CA",fWXz7f0h3UKp1kpuyGAmWw,https://www.yelp.com/user_details?userid=fWXz7f0h3UKp1kpuyGAmWw
https://www.yelp.com/biz/the-loop-apartments-isla-vista-3,The Loop Apartments,1,"Ridiculously overpriced with the added bonus of trying to juice its residents with fees at every turn. Do not live her unless you want...To have to hand wash all your dishes because the washer doesn&#39;t work...to scrub the showers for mold...to walk on grease stained concrete floors...have fire alarms go off at 3am for no reason...and to get charged hundreds of dollars in &#34;convenience fees&#34;.<br><br>This place feels like they cut every corner because they cater to a young market who doesn&#39;t know any better. It&#39;s insulting for any UCSB student who expects something for lease price of a Tesla. (Yes a 4 person apartment is $1500 each. $6000 a month for a 2 bed 2. bath!) (you can do better in Manhattan) Hell, they even have toddler playblocks that they furnish the roof with.<br><br>Management will do anything in their power to get the residents to stop calling about issues with the least effort possible.<br><br>Also, renting &#34;by the bed&#34; is a trap. Find somewhere else to live and save yourself 100 headaches.",,,21,,1/19/2022,,axPtkrehAel5G4uTBV8s2A,Cade M.,0,,"Walnut Creek, CA",kJ4vjod_2oD_MA0piQHzww,https://www.yelp.com/user_details?userid=kJ4vjod_2oD_MA0piQHzww
https://www.yelp.com/biz/the-loop-apartments-isla-vista-3,The Loop Apartments,1,"Prison like rooms and layout, bathrooms flood. Beware as it looks good on the outside and the rooms you tour are shiny, but it&#39;s lipstick on a big. Bad management and grossly overpriced as IV tends to be. Unhappy staff, loud &#34;parties&#34; they rent out on the roof. And offered free food for reviews (hence why there are any good reviews at all) would not recommend",,,21,,3/17/2022,,foXW-GK6qV05_x7oh9nO9Q,Brett B.,0,,"Huntington Beach, CA",1jF2_oIu2f4qNXH9rnQaJg,https://www.yelp.com/user_details?userid=1jF2_oIu2f4qNXH9rnQaJg
https://www.yelp.com/biz/the-loop-apartments-isla-vista-3,The Loop Apartments,1,"Sister location to ICON Apt. so on both, be prepared to redline unenforceable non-expense fines out of the lease like CIVIL NOT TENANT noise fees $250-$500 per occurrence per roommate though you have no control over who your roommates or whatever floormates drop by your suite. The lease allows 20 people over so they can attempt to PROFIT off civil noise complaints that any call to police across the street typically resolve.  Also, bait and switch on the lease signing bonus of $500 though it&#39;s listed on the actual lease.  They also don&#39;t apply rent as you direct on their portal.  They apply rent payments to UNENFORCEABLE non-out of pocket expense &#34;lease violations&#34; first so your rent ILLEGALLY appears to be late every day a result. LAW MAX =5%. Move-in condition has many things missing or damaged that they already billed tenant that moved out and if you don&#39;t report out on the move-in sheet, they will attempt to profit off new tenant tho they never replaced or repaired from the last tenant.   TVs did not work, remotes missing.  These are easy things that should have been checked especially on the expensive Suites before move in rather than making us wait until the maintenance person returns from being sick?  My roommates and I were billed for the replacement of a perfecting working microwave that we had requested the handle be repaired.  $1600 for a furnished 8x10 bedroom keeps occupancy low so they make up the loss in a sheet long list of items.  Garbage overflowing on roof deck daily.  Bait and switch advertised security guard on website w/o concessions which I see they removed from the website now so just the office phone # in the lobby rather than a person to receive parcels so many of ours went missing as they are left unsecured in the lobby until someone from office collects them.  Lobby attendant moves to rooftop office after parent dropoff weekend. Would be nice for instacart , Grubhub deliveries &amp; noise complaints if they reinstated but not happening with a $1,000 per occurrence profit on the 65 units.  Small mailbox is shared.  Water service required as it tastes too salty.  Apartment Key FOB is nice.  Most units don&#39;t have full-size refrigerators.  No ice makers or trays.  Maintenance repairs are done fairly promptly.  Noise is mild.  Garbage chute is too small. Wifi is ok. Location is central but a homeless park is across the street.<br> Need floor lamps and no overhead lighting.  Some fun organized activities. There is no TV on the roof deck as advertised on the gallery photos.  Bring extra long shower curtain or water gets on the bathroom floor.  No Airconditioning or cooling fan only heat and the summer months are unbearable.  Windows are not double-paned.  Though a room with a window was unoccupied all year, they refused my repeated request to move within the unit. They will not share security video of guest coming out of your apartment ringing doorbells so you can make sure they never return as they want them to return as you guessed it another attempt at $250 fee x 4 in the unit.  Parking is tough.  The free stand up paddleboard they offer is too heavy to carry to the beach.  Thankfully Isla Vista Tenant Association is available to advise inexperienced students from being intimidated by these large corporate conglomerates.",https://s3-media0.fl.yelpcdn.com/bphoto/kImA0QWLyPiPz6bKtG6Cgg/300s.jpg,1 photo,21,Thank you William for your honest feedback. We strive for the best customer service and apologize we did not meet the expectation. We&#39;d love to make this up to you and discuss your concerns in person to assure they are taken care of correctly. Please contact us at (805)328-5007 or stop by the leasing office and ask to speak with our community manager.,1/4/2021,,S1h6JZ_rUafpw8W7gZe7Yg,William P.,47,1,"Piedmont, CA",yfalR3rwJcEN824I3wjGeA,https://www.yelp.com/user_details?userid=yfalR3rwJcEN824I3wjGeA
https://www.yelp.com/biz/the-loop-apartments-isla-vista-3,The Loop Apartments,1,"The absolute worst place to live in Isla Vista. Just know that anyone that put a good review on here was bribed with gift cards etc. AND it looks like they made a new yelp page in attempt to get there stars up. Shady shady shady. I paid over $900 for a top bunk in a triple. Mini fridge with no freezer for 3 people. NO lights at all in the room had to purchase multiple lamps. The roof &#34;gym&#34; is a treadmill and elliptical, neither have ever worked. This place is solely to rip off students. If your unfamiliar with IV, this is everyone&#39;s absolute bottom on the list last choice worst case scenario. The worst. Couldn&#39;t have hated my time here more!",,,21,,10/22/2021,,0M7w4YifZndBZ30FWoRkgg,Carly M.,0,3,"Southampton, NY",jSHL4iaaDiXovY9bId4AiQ,https://www.yelp.com/user_details?userid=jSHL4iaaDiXovY9bId4AiQ
https://www.yelp.com/biz/the-loop-apartments-isla-vista-3,The Loop Apartments,4,"The Loop apartments have gone through a major change through the past year.  I had two great friends who lived here last year who enjoyed their stay, but from what I have noticed from an outside perspective this year has been a lot better.  This is because of the new management that was brought in- Cardinal Group.  <br><br>As mentioned, I had no affiliation with The Loop before, but now that I do I can see that the level of professionalism from the General Manager and Assistant Manager are top notch.  They handle everything in a timely manner and are readily available via email.  <br><br>I like that The Loop is not JUST an apartment complex but a place where residents can get to know the staff.  There are occasional events that are held and I love that this is a great opportunity to build community.<br><br>But with all good things, there are a couple of downsides I do want to mention. Some of the common areas like the rooftop and lounge could use some upgrading.  Don&#39;t get me wrong they are nice, but some new tables and chairs (maybe even a couch) could be brought in.  There once was gaming equipment but now that isn&#39;t there- I feel like that would be a nice thing to bring back.  <br><br>If you&#39;re looking for something with a lot of privacy, unfortunately, this is not the place BUUUTTT if you are coming in with friends to sign a lease together then you don&#39;t have much to worry.  The partition walls do not reach the entirety of the wall, but you still have your our space for the most part.  <br><br>This may be an expensive place to live, but If you calculate all the costs of buying a bed, desk, paying for utilities, etc. it would be much more so I&#39;m glad that The Loop has almost about everything residents need.  Electricity is not included but they are awesome for having solar panels on the 5th floor to lower the cost of those bills haha.",,,21,"Hi Brian, thank you for your review. We really appreciate your honest feedback. We&#39;re happy to have you be a part of the Loop!",1/14/2019,,0SXvVTBYyxYniV26HcOCoA,Brian O.,408,3,"Goleta, CA",2tywlw5MLjKWCwMTijKmyg,https://www.yelp.com/user_details?userid=2tywlw5MLjKWCwMTijKmyg
https://www.yelp.com/biz/the-loop-apartments-isla-vista-3,The Loop Apartments,1,"This is the same as the other loop on Yelp. They are trying to escape their bad reviews<br><br>Here&#39;s what I said on their other page. It still stands.<br><br>I have lived here for 9 months. I only have one good thing to say about this place: Louise you are the man!. Everything else is pretty awful. Its overpriced, they lie, they are intrusive.<br><br>They advertise double rooms as singles. They use a splintery wooden divider that goes 4 feet up to separate their &#39;rooms&#39;. I didn&#39;t learn about this until I moved in because there are no pictures or even mention of this on their website.<br><br>The &#34;exclusive rooftop gym&#34; is a few free weights and elliptical. The roof is not exclusive. Tenants aren&#39;t allowed to throw parties, however management will rent the roof out to outside parties the majority of weekends. These parties blast loud music throughout the night, often enough to shake the floor of my 3rd floor apartment. Tenants are unable to use the Gym on these days.<br><br>The largest issue I have had by far is Privacy here. Every week or so, we will have a 24 hour notice form on our door. Usually tours scheduled for 9AM-10AM. During this time, management will let themselves into your house. They have even opened my roommates bedroom door unannounced, after letting themselves into the apartment at 9AM. These tours  are consistent, and if your apartment is messy they will point it out to you.<br><br>Don&#39;t let them fool you. They will say &#34;This is the average price of the area&#34; or &#34;Theres nothing else left&#34;. Don&#39;t listen. Its not.<br><br>They also give gift cards when people write reviews. Probably why their rating has stayed so high over the past year. But its going to catch up eventually.",,First to Review,21,"Thank you Bijan for your honest feedback. We are under new management and unfortunately the old Yelp account was shut down out of our control. We apologize for any confusion this may have caused. We strive for the best customer service and apologize we did not meet the expectation. We&#39;d love to make this up to you and discuss your concerns in person to assure they are taken care of correctly. Please contact us at 805-328-5007 or stop by the leasing office and ask to speak with our new community manager, Deshani.",6/29/2018,,qojGsQRvyWqbQqQzSElMJg,Bijan M.,171,7,"La Jolla, CA",wv30YqF2Ahg6epEMWEJfzg,https://www.yelp.com/user_details?userid=wv30YqF2Ahg6epEMWEJfzg
https://www.yelp.com/biz/the-loop-apartments-isla-vista-3,The Loop Apartments,1,"DO NOT LIVE HERE!! it&#39;s a total scam!! my roommates and i lived in a studio apartment with incredibly high rent. we had close friends down the hall who paid the same for rent but their room was twice as big. my mom complained to the employee at the front desk and she lied saying they were paying for a &#34;studio XL&#34; which was total bullshit. after moving out they charged us $450 in total for damages that were mostly non existent. they failed to locate a stolen item of mine and would not get back to me at a timely manner- it took me bugging them for two weeks for them to tell me that they couldn&#39;t find it. most of the employees are incredibly rude and dismissive. there are a million better and cheaper places to live in IV. college students: don&#39;t waste your money. The Loop, do better.",,,21,,8/19/2021,,2MumxkMJTTWaaqTAtgqpYQ,Elise F.,0,,"Santa Barbara, CA",hBCJ_bE7nSw8cT3IHl9p4g,https://www.yelp.com/user_details?userid=hBCJ_bE7nSw8cT3IHl9p4g
